"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","QGDP","TOT","PC_CHGPP","Q","2009-Q4",1.06796195,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.500053481,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.967704639,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.77314415,
"USA","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.519595159,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.240916068,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.678050751,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.038767163,
"USA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.121678183,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.817922845,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.455859987,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.174882978,
"USA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.109838067,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.867789548,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.13938522,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.791653411,
"USA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.711171002,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.350109737,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.284128907,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.164961644,
"USA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.448993402,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.813313626,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.580001432,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.323372673,
"USA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.146234347,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.589179869,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.302388807,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.601115379,
"USA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.496888796,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.471931042,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.559764823,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.719149991,
"USA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.940399838,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.762854036,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.833910909,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.481952559,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.223141835,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.59779029,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.792924408,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.685498791,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.469097618,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.303582746,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.937250501,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.547534636,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.115276766,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.533889627,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.64074654,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.570948111,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.679094392,
"BEL","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.408990765,
"BEL","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.695603459,
"BEL","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.498661289,
"BEL","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.961516501,
"BEL","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.872053567,
"BEL","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.356570198,
"BEL","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.526251103,
"BEL","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.599075268,
"BEL","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.395532035,
"BEL","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.767038264,
"BEL","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.614857043,
"BEL","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.354937099,
"BEL","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.880418794,
"BEL","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.135413316,
"BEL","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.417379597,
"BEL","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.456797608,
"BEL","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.77208828,
"BEL","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.405803087,
"BEL","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.431929904,
"BEL","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.063486862,
"BEL","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.584322554,
"BEL","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.168833441,
"BEL","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-0.97325393,
"BEL","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.047812829,
"BEL","QGDP","TOT","PC_CHGPP","Q","2009-Q3",1.263779444,
"BEL","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.802290461,
"BEL","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.518118543,
"BEL","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.985354241,
"BEL","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.417149241,
"BEL","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.505236083,
"BEL","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.481369771,
"BEL","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.207189998,
"BEL","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.286440473,
"BEL","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.29165661,
"BEL","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.214596578,
"BEL","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.00100064,
"BEL","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.243158053,
"BEL","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.045918265,
"BEL","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.274637479,
"BEL","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.583834884,
"BEL","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.309637595,
"BEL","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.218360116,
"BEL","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.429826386,
"BEL","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.265272916,
"BEL","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.690442001,
"BEL","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.522583418,
"BEL","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.519866681,
"BEL","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.671848114,
"BEL","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.191087084,
"BEL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.416906268,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.057265569,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.549434826,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.175503505,
"BEL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.513277018,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.651981383,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.241505195,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.06443299,
"BEL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.801726796,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.398602112,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.457957473,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.385099676,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.970500449,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.258428393,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.445883491,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.685215199,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.653723361,
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.138105054,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.63914878,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.882986785,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.138247138,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.243159372,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.728963815,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.039674879,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.504809392,"P"
"TUR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",2.851212403,
"TUR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",3.023013077,
"TUR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",2.754282995,
"TUR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",2.328300885,
"TUR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.127730536,
"TUR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.622484668,
"TUR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",4.609951611,
"TUR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.422159476,
"TUR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.41197126,
"TUR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",3.306804141,
"TUR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.14513327,
"TUR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",3.046122099,
"TUR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",-0.753486109,
"TUR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",2.258713045,
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.823080444,
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.030535506,
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.586394599,
"TUR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",3.432599138,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",2.106492108,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-3.548598571,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-1.816869974,
"TUR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.540031551,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-5.664019566,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",4.006998137,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.395761074,
"TUR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",1.952357185,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.294994982,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",3.800709327,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",2.770701784,
"TUR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",3.023189403,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",2.253858177,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",2.747690817,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",2.658843122,
"TUR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.357311969,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.889773757,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.727526866,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.764793881,
"TUR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.602891829,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",2.92988564,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",2.935776113,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.465976155,
"TUR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.193829518,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",2.901075638,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.62240622,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",2.458184399,
"TUR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.347559385,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.890749754,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.523769405,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.401513902,
"TUR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.166866867,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.361537968,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.430886402,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-2.867673426,
"TUR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",5.509611596,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.368865306,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.28031882,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.515918521,
"TUR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.882761165,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.491462538,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.508445895,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-1.590548448,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-2.989464596,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.785917694,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",2.379951147,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.050625441,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.364629963,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.446242923,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.769850757,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.400501819,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.202524785,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.428416455,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.501480423,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.709424091,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q3",2.63211,
"IND","QGDP","TOT","PC_CHGPP","Q","2003-Q4",3.28321,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.36449,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q2",2.37817,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q3",2.39764,
"IND","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.93661,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.75097,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q2",3.1669,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.39142,
"IND","QGDP","TOT","PC_CHGPP","Q","2005-Q4",2.52791,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q1",2.50557,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.43638,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q3",3.303,
"IND","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.71129,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q1",2.7934,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q2",2.52015,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.79448,
"IND","QGDP","TOT","PC_CHGPP","Q","2007-Q4",3.37688,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.6059,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q2",1.04386,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.87024,
"IND","QGDP","TOT","PC_CHGPP","Q","2008-Q4",0.12257,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.84614,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q2",5.80366,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.55388,
"IND","QGDP","TOT","PC_CHGPP","Q","2009-Q4",2.12673,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.60018,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.40256,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q3",2.95598,
"IND","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.32107,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.83064,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.21165,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.00385,
"IND","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.62889,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q1",1.38078,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.15795,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.794,
"IND","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.18687,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q1",1.59874,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.40382,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.60112,
"IND","QGDP","TOT","PC_CHGPP","Q","2013-Q4",2.20112,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.15901,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q2",2.28965,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.8258,
"IND","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.53397,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.68431,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q2",2.14178,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.84622,
"IND","QGDP","TOT","PC_CHGPP","Q","2015-Q4",2.03248,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q1",2.90232,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.78078,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q3",2.29133,
"IND","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.3635,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.8019,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.0471,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.66081,
"IND","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.87259,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q1",2.16028,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.30956,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.40565,
"IND","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.56202,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.10015,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.09663,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.90235,
"IND","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.42794,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.19849,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-25.33246,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q3",24.05909,
"IND","QGDP","TOT","PC_CHGPP","Q","2020-Q4",8.57818,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.37114,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-11.61151,
"IND","QGDP","TOT","PC_CHGPP","Q","2021-Q3",12.6866,
"DEU","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.765875935,
"DEU","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.26894256,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q1",-0.171994531,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.502329716,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q3",-0.185975188,
"DEU","QGDP","TOT","PC_CHGPP","Q","2004-Q4",-0.104814134,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.002889219,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.524597684,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.858172363,
"DEU","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.47142782,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.967042019,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.722767803,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.768805833,
"DEU","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.514812212,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.076329825,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.838052558,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.49649169,
"DEU","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.665882926,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.629476702,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.233242288,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.648249182,
"DEU","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.593756296,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.682227055,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.159652865,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.557891323,
"DEU","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.735962768,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.806515425,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.241046536,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.839699329,
"DEU","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.811076295,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.931018281,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.084194173,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.893792659,
"DEU","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.312652447,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.21171715,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.187789145,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.291571972,
"DEU","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.446474462,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.466756989,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.068846451,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.580606006,
"DEU","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.29894409,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.935197772,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.539657201,
"DEU","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.810213546,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.527421908,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.706936947,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.501395916,
"DEU","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.429059777,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.817229402,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.413911661,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.34351193,
"DEU","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.312987231,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.218802299,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.780268505,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.879377516,
"DEU","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.805377738,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.432376803,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.556977164,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.422456804,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.386536632,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.054195089,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.492566052,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.410949135,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.074416587,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.763973605,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.996215611,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.043062505,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.743386255,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.681885603,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.173700733,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.65999535,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-0.731986727,"E"
"PRT","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.887370155,
"PRT","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.377797496,
"PRT","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.902894616,
"PRT","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.57209479,
"PRT","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.039396612,
"PRT","QGDP","TOT","PC_CHGPP","Q","2004-Q4",-0.295723234,
"PRT","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.769012778,
